estimated_time
555
470
424
330
1142
704
356
1205
809
740
437
1073
550
913
1064
1019
835
1007
1045
891
564
455
784
50
536
212
403
779
293
941
617
500
50
374
288
698
572
50
374
455
450
617
941
131
698
844
860
110
257
735
202
750
779
475
698
828
487
1020
558
273
