onset	duration	trial_type	InstructionToButtonTime	InstructionToToneTime
-31.52	0.0	Unknown2	n/a	n/a
-31.52	0.0	Unknown1	n/a	n/a
-31.52	0.0	Unknown2	n/a	n/a
0.0	0.0	FirstfMRITrigger	n/a	n/a
1.0400000000000027	0.0	FixationCross	n/a	n/a
5.440000000000001	0.5	AudioYouCanChoose	n/a	n/a
5.440000000000001	0.5	AudioInstruction	3.960000000000001	5.399999999999999
5.440000000000001	0.5	Audio	n/a	n/a
7.98	0.0	Map1	n/a	n/a
9.400000000000002	0.0	Button	n/a	n/a
9.400000000000002	0.0	CommanderShock	n/a	n/a
9.560000000000002	1.5	WitnessShock	n/a	n/a
10.84	0.2	AudioTone	n/a	n/a
10.84	0.2	AudioTone	n/a	n/a
10.84	0.2	Audio	n/a	n/a
10.849999999999998	0.0	LogShock	n/a	n/a
10.859999999999998	10.300000000000002	RatingScale	n/a	n/a
21.290000000000003	0.0	FixationCross	n/a	n/a
22.45	0.0	FixationCross	n/a	n/a
28.650000000000002	0.5	AudioInstruction	4.679999999999996	5.27
28.650000000000002	0.5	AudioYouCanChoose	n/a	n/a
28.650000000000002	0.5	Audio	n/a	n/a
31.180000000000003	0.0	Map1	n/a	n/a
33.33	0.0	Button	n/a	n/a
33.33	0.0	CommanderShock	n/a	n/a
33.45	1.5	WitnessShock	n/a	n/a
33.92	0.2	AudioTone	n/a	n/a
33.92	0.2	AudioTone	n/a	n/a
33.92	0.2	Audio	n/a	n/a
33.93000000000001	0.0	LogShock	n/a	n/a
33.940000000000005	11.07	RatingScale	n/a	n/a
45.120000000000005	0.0	FixationCross	n/a	n/a
46.42	0.0	FixationCross	n/a	n/a
46.620000000000005	0.5	Audio	n/a	n/a
46.620000000000005	0.5	AudioInstruction	3.5799999999999983	4.560000000000002
46.620000000000005	0.5	AudioYouCanChoose	n/a	n/a
49.150000000000006	0.0	Map1	n/a	n/a
50.2	0.0	CommanderShock	n/a	n/a
50.0	1.5	WitnessShock	n/a	n/a
50.620000000000005	0.0	AgentShock	n/a	n/a
50.980000000000004	1.5	WitnessShock	n/a	n/a
51.18000000000001	0.2	Audio	n/a	n/a
51.18000000000001	0.2	AudioTone	n/a	n/a
51.19	0.0	LogShock	n/a	n/a
51.199999999999996	8.06000000000001	RatingScale	n/a	n/a
59.370000000000005	0.0	FixationCross	n/a	n/a
