onset	duration	trial_type	disobedience	InstructionToButtonTime	InstructionToToneTime	modulation
-28.9	0.0	Unknown2	n/a	n/a	n/a	1
-28.9	0.0	Unknown1	n/a	n/a	n/a	1
-28.9	0.0	Unknown1	n/a	n/a	n/a	1
-28.9	0.0	Unknown1	n/a	n/a	n/a	1
-28.9	0.0	Unknown1	n/a	n/a	n/a	1
-28.9	0.0	Unknown1	n/a	n/a	n/a	1
-28.9	0.0	Unknown1	n/a	n/a	n/a	1
-28.9	0.0	Unknown1	n/a	n/a	n/a	1
-28.9	0.0	Unknown1	n/a	n/a	n/a	1
-28.9	0.0	Unknown1	n/a	n/a	n/a	1
-28.9	0.0	Unknown1	n/a	n/a	n/a	1
-28.9	0.0	Unknown1	n/a	n/a	n/a	1
-28.9	0.0	Unknown1	n/a	n/a	n/a	1
-28.9	0.0	Unknown1	n/a	n/a	n/a	1
-28.9	0.0	Unknown1	n/a	n/a	n/a	1
-28.9	0.0	Unknown1	n/a	n/a	n/a	1
-28.9	0.0	Unknown1	n/a	n/a	n/a	1
-28.9	0.0	Unknown1	n/a	n/a	n/a	1
-28.9	0.0	Unknown1	n/a	n/a	n/a	1
-28.9	0.0	Unknown1	n/a	n/a	n/a	1
-28.9	0.0	Unknown1	n/a	n/a	n/a	1
-28.9	0.0	Unknown1	n/a	n/a	n/a	1
-28.9	0.0	Unknown1	n/a	n/a	n/a	1
-28.9	0.0	Unknown1	n/a	n/a	n/a	1
-28.9	0.0	Unknown2	n/a	n/a	n/a	1
-28.9	0.0	Unknown1	n/a	n/a	n/a	1
-28.9	0.0	Unknown1	n/a	n/a	n/a	1
-28.9	0.0	Unknown1	n/a	n/a	n/a	1
-28.9	0.0	Unknown1	n/a	n/a	n/a	1
-28.9	0.0	Unknown1	n/a	n/a	n/a	1
-28.9	0.0	Unknown1	n/a	n/a	n/a	1
-28.9	0.0	Unknown1	n/a	n/a	n/a	1
0.0	0.0	FirstfMRITrigger	n/a	n/a	n/a	1
1.0300000000000011	0.0	FixationCross	n/a	n/a	n/a	1
1.8300000000000018	0.5	AudioInstruction	n/a	4.510000000000002	5.77	1
1.8300000000000018	4.510000000000002	Agency	n/a	4.510000000000002	5.77	2.7334168824176195
1.8300000000000018	0.5	Audio	n/a	n/a	n/a	1
