estimated_time
976
382
211
0
465
528
690
871
831
1065
690
770
839
910
1084
766
541
1346
521
1220
1220
728
204
833
870
900
1410
750
1059
1168
1240
508
1044
888
987
750
893
639
1383
966
330
1078
761
1094
264
1040
1208
820
1017
555
1008
953
525
1248
1066
618
1012
200
872
1405
