onset	duration	trial_type	disobedience	InstructionToButtonTime	InstructionToToneTime	modulation
-29.78	0.0	Unknown2	n/a	n/a	n/a	1
-29.78	0.0	Unknown2	n/a	n/a	n/a	1
0.0	0.0	FirstfMRITrigger	n/a	n/a	n/a	1
1.0299999999999976	0.0	FixationCross	n/a	n/a	n/a	1
4.240000000000002	0.5	Audio	n/a	n/a	n/a	1
4.240000000000002	4.43	Agency	n/a	4.43	5.099999999999994	2.9732104008732403
4.240000000000002	0.5	AudioSendShock	n/a	n/a	n/a	1
4.240000000000002	0.5	AudioInstruction	n/a	4.43	5.099999999999994	1
6.769999999999996	0.0	Map2	n/a	n/a	n/a	1
8.470000000000002	1.5	WitnessShock	n/a	n/a	n/a	1
8.670000000000002	0.0	AgentShock	n/a	n/a	n/a	1
9.339999999999996	0.2	Audio	n/a	n/a	n/a	1
9.339999999999996	0.2	AudioTone	n/a	n/a	n/a	1
9.339999999999996	0.2	AudioTone	n/a	n/a	n/a	1
9.350000000000001	0.0	LogShock	n/a	n/a	n/a	1
9.360000000000001	10.259999999999996	RatingScale	n/a	n/a	n/a	1
19.740000000000002	0.0	FixationCross	n/a	n/a	n/a	1
21.65	0.0	FixationCross	n/a	n/a	n/a	1
22.449999999999996	0.5	AudioInstruction	n/a	3.5900000000000034	4.150000000000006	1
22.449999999999996	0.5	AudioDontSendShock	n/a	n/a	n/a	1
22.449999999999996	0.5	Audio	n/a	n/a	n/a	1
22.449999999999996	3.5900000000000034	Agency	n/a	3.5900000000000034	4.150000000000006	1.0370143641969798
24.979999999999997	0.0	Map2	n/a	n/a	n/a	1
26.04	0.0	Button	n/a	n/a	n/a	1
26.04	0.0	AgentNoShock	n/a	n/a	n/a	1
26.400000000000002	1.5	WitnessNoShock	n/a	n/a	n/a	1
26.6	0.2	Audio	n/a	n/a	n/a	1
26.6	0.2	AudioTone	n/a	n/a	n/a	1
26.61	0.0	LogNoShock	n/a	n/a	n/a	1
26.62	10.059999999999992	RatingScale	n/a	n/a	n/a	1
36.78999999999999	0.0	FixationCross	n/a	n/a	n/a	1
38.39	0.0	FixationCross	n/a	n/a	n/a	1
40.989999999999995	3.5799999999999983	Agency	n/a	3.5799999999999983	3.8599999999999994	0.024624279660350433
40.989999999999995	0.5	AudioInstruction	n/a	3.5799999999999983	3.8599999999999994	1
40.989999999999995	0.5	AudioDontSendShock	n/a	n/a	n/a	1
40.989999999999995	0.5	Audio	n/a	n/a	n/a	1
43.53	0.0	Map2	n/a	n/a	n/a	1
44.56999999999999	0.0	AgentNoShock	n/a	n/a	n/a	1
44.56999999999999	0.0	Button	n/a	n/a	n/a	1
44.64999999999999	1.5	WitnessNoShock	n/a	n/a	n/a	1
44.849999999999994	0.2	AudioTone	n/a	n/a	n/a	1
44.849999999999994	0.2	AudioTone	n/a	n/a	n/a	1
44.849999999999994	0.2	Audio	n/a	n/a	n/a	1
44.85999999999999	9.06000000000001	RatingScale	n/a	n/a	n/a	1
54.03	0.0	FixationCross	n/a	n/a	n/a	1
56.03	0.0	FixationCross	n/a	n/a	n/a	1
56.83	0.5	AudioDontSendShock	n/a	n/a	n/a	1
56.83	0.5	Audio	n/a	n/a	n/a	1
56.83	0.5	AudioInstruction	n/a	3.4000000000000057	4.239999999999995	1
56.83	3.4000000000000057	Agency	n/a	3.4000000000000057	4.239999999999995	0.8408637853180186
59.36	0.0	Map1	n/a	n/a	n/a	1
60.03	1.5	WitnessNoShock	n/a	n/a	n/a	1
60.230000000000004	0.0	AgentNoShock	n/a	n/a	n/a	1
61.06999999999999	0.2	AudioTone	n/a	n/a	n/a	1
61.06999999999999	0.2	AudioTone	n/a	n/a	n/a	1
61.06999999999999	0.2	Audio	n/a	n/a	n/a	1
61.06999999999999	0.0	LogNoShock	n/a	n/a	n/a	1
61.089999999999996	9.06000000000001	RatingScale	n/a	n/a	n/a	1
70.26	0.0	FixationCross	n/a	n/a	n/a	1
72.19	0.0	FixationCross	n/a	n/a	n/a	1
75.99	3.469999999999999	Agency	n/a	3.469999999999999	3.760000000000005	0.6953327106658587
75.99	0.5	AudioSendShock	n/a	n/a	n/a	1
75.99	0.5	AudioInstruction	n/a	3.469999999999999	3.760000000000005	1
