estimated_time
1241
849
1201
661
1038
1147
692
811
876
1282
1054
975
787
912
1082
961
1066
1188
1500
860
953
725
1091
630
878
800
889
807
997
1066
1130
767
941
936
833
812
840
892
1010
1123
899
913
1060
931
881
727
993
724
1017
815
746
895
786
1042
1164
824
752
825
1078
938
